Input Sample	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Pearson Correlation	RMSE
TCGA-24-1423-01	0	0	0.10151304550829532	0	0	0.12138875541022888	0	0.13532935049967887	0.03424335231233496	0	0	0.06748804260138978	0.036962095100080444	0.20338532565228445	0.0842191185546228	0.032433580977924835	0	0	0.17957181143048098	0	0.0034655219526787072	0	0.29	0.06837480760594972	1.0555587947238925
TCGA-25-2398-01	0.0025324375234379417	0	0	0	0	0.10182809805394898	0	0.03756857623250597	0.025038895512921704	0	0	0.062474427504793095	0	0.5510064848337035	0.035600623340404806	0.15995942762775472	0	0	0.023991029370529337	0	0	0	0.02	0.2049380974530681	1.0761960667358927
TCGA-29-1763-01	0.08409127973399454	0	0.09580569620492156	0	0	0.1293887080426744	0	0.04788985828201453	0.0150944779829645	0	0.00689891145974146	0.013943190510839905	0.02210111536973735	0.0503644497272171	0.05891976272276997	0.4151628655994596	0	0.05205994444007383	0.004663799711413807	0	0	0.0036159402121774733	0.3	0.061431339327166344	1.0674795750692163
TCGA-29-1703-01	0.030696297930727534	0	0.058668016193597926	0	0	0.22951103316920032	0	0.0743667034450827	0.035762558525865774	0	0	0.06099613735566633	0	0.18890411370542412	0.06730371100809403	0.24511471142651112	0	0.00742695819907084	0.0012497590407593202	0	0	0	0.29	0.06521764617679836	1.0714525106999482
TCGA-10-0936-01	0.07140984634218361	0	0.12293756620003082	0.10595035561652726	0	0.17219185248329777	0	0.12944805750471558	0.083357294171666	0	0.05500613346818306	0	0.019002486694367715	0	0.07444694535388778	0.1345200689958931	0	0.02113029479778034	0	0.010599098371466942	0	0	0.3	0.059302048231617915	1.0647785306969777
TCGA-25-2409-01	0.0017540873467699132	0	0	0.02970619104548647	0	0.23705412795913638	0	0.04738331263307816	0.07505508414500901	0	0.02246793160315899	0.04392046596704525	0.034119181533607434	0.11590684570449025	0.072203631884626	0.2287542578532573	0	0	0.09164089907427754	0	0	0	0.15	0.10097101333228627	1.049873873113457
TCGA-30-1718-01	0.10282367970311487	0	0.053884439426081086	0.07867879555135292	0	0.15700363377349302	0	0.05048298657437402	0.052775694811004935	0	0.03040167927202884	0.0020485031483779546	0.03497249812482836	0.010812290724524538	0.05217359608839029	0.2910839264549224	0	0.07144477090514988	0.010112356561317558	0	0	0.001301148881039322	0.29	0.06845733001969836	1.0548228949050185
TCGA-29-1711-01	0.0020988469570008186	0	0.00947755385630813	0.09145746601545857	0	0.18819964580252074	0	0.09773772556505077	0.04693406766405919	0	0	0.06135983733721006	0.03447416388394044	0.07174387697878912	0.1603572237785107	0.1376090299164771	0.006638969496836328	0.0001	0.09179961174886048	0	0	0	0.09	0.12485246188335133	1.051403884103998
TCGA-61-2008-01	0	0	0.13827758997146414	0.02700583890483482	0	0.27613502271329915	0	0.07122088906440792	0	0	0	0.024194168644737904	0.019851732724527227	0	0.09785659357859813	0.34545816439813076	0	0	0	0	0	0	0.29	0.070221010581556	1.0601373321629544
TCGA-61-1740-01	0.023323519752559838	0	0.043013278918572886	0.04121109630461847	0	0.23968829926536828	0	0.07659228438348493	0.03554934029645452	0	0.03358652057710561	0	0.013061708790447256	0.0531399476644466	0.16553998218515592	0.2672565771126441	0	0	0.00803744474914166	0	0	0	0.01	0.27999584664729243	0.9793919310135147
TCGA-29-1785-01	0.004706008824304004	0	0.0036875325943726625	0.09657690204970733	0	0.15403360458653792	0.002883345999171238	0.034339135743841086	0.08403496650251134	0	0.003513480796912802	0.05779295808957137	0.012412119239830247	0.012476673676256985	0.137447437964406	0.2779798373667832	0	0	0.11811599656579382	0	0	0	0.01	0.25254522456575035	0.9892066718757999
TCGA-13-1506-01	0.10080033218652898	0	0.06338136748587703	0	0	0.29586624355699054	0	0.07935947578929503	0.01808387173281656	0.008025947836194423	0	0.034055600015413585	0.07070486493445895	0.13026571662188194	0.0684502692935638	0.012417788833372367	0	0.06541188752111392	0	0.0497928481181951	0.0033837860742977166	0	0.26	0.07858335758594877	1.0549155281677856
TCGA-29-1781-01	0	0.0007	0.12026906625876825	0.08357108377546085	0	0.05565027294997557	0	0.06196236283192377	0.07107937250816909	0	0.004800311952735926	0	0	0.24114031079336315	0.10697478527440492	0.22429534272804502	0.002242633942446862	0	0.027283853969881044	0	0	0	0.01	0.3535995189117123	0.9412251152564151
TCGA-36-1570-01	0.06180277275474232	0	0.07769499649560753	0.00535629031494971	0	0.16293436374806797	0	0.04228810028202898	0.028529853211252208	0	0	0.04116859393990714	0.053111814548922165	0.025805118944740843	0.07567825355427538	0.35397721607146326	0	0.07161947478171445	0	0	0	0	0.29	0.06999393013489161	1.0609740548937119
TCGA-24-1930-01	0.03970594514154709	0	0.039349444066694626	0.012946644904858612	0	0.2118285447220496	0	0.049894164646449246	0.04404095200198519	0	0.04078928790866629	0	0.01132349012934245	0.07949684051968837	0.07635504658783954	0.39328255716729255	0	0	0	0	0	0.001	0.04	0.1727579483696402	1.0250748396886298
TCGA-13-0799-01	0	0	0.20764219736599612	0	0	0.07994619225790124	0	0.21507634079881893	0.031213540673096753	0	0.051770619512148765	0.0009	0.0020331824232848817	0.13125942790132325	0.07520975893908699	0.0047764913299672696	0	0.14373202129839394	0	0.056396335317735975	0	0	0.26	0.0740102884800923	1.05485635453807
TCGA-30-1862-01	0.08257077935720095	0	0.19286666353228804	0.07454548788218916	0	0.21397592301425095	0	0.06369367019414096	0.03322231711679122	0	0.011911831136048821	0.018588449960681444	0.03898959240166218	0	0.061019742721039036	0.1918772589236028	0	0	0	0.016738283760104444	0	0	0.34	0.05369007240523872	1.051242904965946
TCGA-23-1114-01	0.128708850706843	0	0	0	0	0.3208678161393427	0	0.02133905658606319	0	0	0.03674282893013665	0	0.012317114387217927	0.2781023491526323	0	0.08413652571809056	0	0.07587871105230605	0	0.04190674732736759	0	0	0.51	0.028032238361078966	1.093616031350044
TCGA-25-1626-01	0.06574840367926049	0	0.02070036674949262	0.10311819729152387	0	0.17710543069121953	0	0.03122874333021525	0.04102529823135053	0	0	0.044901577693899575	0.06972352184083137	0.002424414269045313	0.0290748826865593	0.23968600805389878	0	0.015018993112898671	0	0.1523323609387526	0	0.007911801431052098	0.2	0.08894412648079623	1.05635243591171
